stock,STT,indicator,2017,2016,2015,2014,2013
NHP,2,Tài sản dài hạn/Tổng tài sản,61%,66%,61%,65%,10%
NHP,3,Nợ phải trả/Tổng nguồn vốn,30%,26%,29%,14%,13%
NHP,4,Nợ phải trả/Vốn chủ sở hữu,42%,36%,40%,17%,15%
NHP,5,Vốn chủ sở hữu/Tổng nguồn vốn,70%,74%,71%,86%,87%
NHP,6,Thanh toán hiện hành,149%,154%,142%,247%,675%
NHP,7,Thanh toán nhanh,109%,116%,111%,225%,674%
NHP,8,Thanh toán nợ ngắn hạn,16%,6%,20%,24%,0%
NHP,9,Vòng quay Tổng tài sản,5%,56%,43%,77%,0%
NHP,10,Vòng quay tài sản ngắn hạn,15%,154%,116%,174%,0%
NHP,11,Vòng quay vốn chủ sở hữu,7%,77%,57%,89%,0%
NHP,12,Vòng quay Hàng tồn kho,49%,603%,599%,"2,537%",0%
NHP,13,Lợi nhuận trước thuế/Doanh thu thuần,1%,4%,13%,11%,0%
NHP,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,3%,10%,9%,0%
NHP,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,2%,4%,4%,-2%
NHP,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),1%,2%,5%,5%,-2%
NHP,1,Lợi nhuận trên vốn đầu tư (ROIC),1%,4%,12%,10%,0%
NHP,2,Tỷ lệ tăng trưởng doanh thu,-57%,100%,31%,-100%,-100%
NHP,3,Lợi nhuận trên cổ phiếu (EPS),-30%,-35%,2%,0%,0%
NHP,4,Vốn chủ sở hữu,-1%,50%,45%,431%,-100%
NHP,5,Tiền mặt,144%,-65%,182%,"519,500%",-100%
NHP,1,Cổ tức tiền mặt,N/A,N/A,2%,N/A,N/A
NHP,2,Tăng trưởng giá cổ phiếu,-23%,-77%,18%,N/A,N/A
NHS,1,Tài sản ngắn hạn/Tổng tài sản,54%,39%,51%,32%,32%
NHS,2,Tài sản dài hạn/Tổng tài sản,46%,61%,49%,68%,68%
NHS,3,Nợ phải trả/Tổng nguồn vốn,51%,47%,51%,40%,54%
NHS,4,Nợ phải trả/Vốn chủ sở hữu,106%,90%,106%,67%,119%
NHS,5,Vốn chủ sở hữu/Tổng nguồn vốn,49%,52%,48%,60%,46%
NHS,6,Thanh toán hiện hành,120%,103%,126%,109%,94%
NHS,7,Thanh toán nhanh,83%,96%,114%,85%,76%
NHS,8,Thanh toán nợ ngắn hạn,43%,13%,43%,15%,1%
NHS,9,Vòng quay Tổng tài sản,21%,73%,73%,124%,153%
NHS,10,Vòng quay tài sản ngắn hạn,41%,162%,164%,385%,452%
NHS,11,Vòng quay vốn chủ sở hữu,46%,146%,142%,229%,308%
NHS,12,Vòng quay Hàng tồn kho,108%,"1,536%","1,106%","1,604%","1,743%"
NHS,13,Lợi nhuận trước thuế/Doanh thu thuần,2%,15%,11%,11%,13%
NHS,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,13%,9%,9%,10%
NHS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,10%,5%,9%,13%
NHS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),3%,18%,10%,15%,30%
NHS,1,Lợi nhuận trên vốn đầu tư (ROIC),3%,17%,11%,10%,13%
NHS,2,Tỷ lệ tăng trưởng doanh thu,-14%,38%,9%,19%,79%
NHS,3,Lợi nhuận trên cổ phiếu (EPS),-82%,70%,39%,-10%,-9%
NHS,4,Vốn chủ sở hữu,2%,16%,63%,100%,16%
NHS,5,Tiền mặt,"1,605%",-71%,708%,"1,414%","1,349%"
NHS,1,Cổ tức tiền mặt,N/A,5%,15%,30%,40%
NHS,2,Tăng trưởng giá cổ phiếu,26%,7%,8%,-1%,-1%
NKG,1,Tài sản ngắn hạn/Tổng tài sản,50%,48%,51%,61%,56%
NKG,2,Tài sản dài hạn/Tổng tài sản,50%,52%,49%,39%,44%
NKG,3,Nợ phải trả/Tổng nguồn vốn,74%,75%,82%,83%,86%
NKG,4,Nợ phải trả/Vốn chủ sở hữu,278%,304%,458%,480%,604%
NKG,5,Vốn chủ sở hữu/Tổng nguồn vốn,26%,25%,18%,17%,14%
NKG,6,Thanh toán hiện hành,104%,104%,86%,99%,91%
NKG,7,Thanh toán nhanh,39%,35%,35%,45%,33%
NKG,8,Thanh toán nợ ngắn hạn,2%,6%,2%,2%,1%
NKG,9,Vòng quay Tổng tài sản,57%,179%,177%,222%,203%
NKG,10,Vòng quay tài sản ngắn hạn,116%,364%,317%,378%,369%
NKG,11,Vòng quay vốn chủ sở hữu,238%,805%,"1,003%","1,396%","1,535%"
NKG,12,Vòng quay Hàng tồn kho,179%,506%,512%,614%,519%
NKG,13,Lợi nhuận trước thuế/Doanh thu thuần,6%,7%,3%,1%,1%
NKG,14,Lợi nhuận sau thuế/Doanh thu thuần,5%,6%,2%,1%,1%
NKG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),8%,8%,4%,3%,2%
NKG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),29%,33%,20%,15%,16%
NKG,1,Lợi nhuận trên vốn đầu tư (ROIC),6%,7%,2%,1%,1%
NKG,2,Tỷ lệ tăng trưởng doanh thu,52%,55%,-2%,25%,58%
NKG,3,Lợi nhuận trên cổ phiếu (EPS),30%,312%,62%,40%,-149%
NKG,4,Vốn chủ sở hữu,94%,147%,26%,54%,19%
NKG,5,Tiền mặt,-73%,238%,60%,67%,329%
NKG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
NKG,2,Tăng trưởng giá cổ phiếu,63%,217%,2%,52%,-9%
NLG,1,Tài sản ngắn hạn/Tổng tài sản,84%,94%,94%,86%,86%
NLG,2,Tài sản dài hạn/Tổng tài sản,16%,6%,6%,14%,14%
NLG,3,Nợ phải trả/Tổng nguồn vốn,54%,49%,52%,49%,52%
NLG,4,Nợ phải trả/Vốn chủ sở hữu,116%,97%,107%,100%,135%
NLG,5,Vốn chủ sở hữu/Tổng nguồn vốn,46%,51%,48%,49%,39%
NLG,6,Thanh toán hiện hành,214%,267%,224%,230%,198%
NLG,7,Thanh toán nhanh,92%,98%,49%,53%,35%
NLG,8,Thanh toán nợ ngắn hạn,50%,43%,20%,25%,12%
NLG,9,Vòng quay Tổng tài sản,6%,45%,28%,24%,19%
NLG,10,Vòng quay tài sản ngắn hạn,6%,48%,31%,28%,22%
NLG,11,Vòng quay vốn chủ sở hữu,12%,91%,58%,54%,42%
NLG,12,Vòng quay Hàng tồn kho,7%,46%,27%,23%,16%
NLG,13,Lợi nhuận trước thuế/Doanh thu thuần,25%,19%,22%,16%,9%
NLG,14,Lợi nhuận sau thuế/Doanh thu thuần,19%,15%,17%,12%,6%
NLG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),9%,6%,4%,3%,1%
NLG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),18%,12%,9%,5%,3%
NLG,1,Lợi nhuận trên vốn đầu tư (ROIC),30%,23%,25%,18%,9%
NLG,2,Tỷ lệ tăng trưởng doanh thu,-38%,100%,46%,43%,32%
NLG,3,Lợi nhuận trên cổ phiếu (EPS),82%,67%,116%,423%,-33%
NLG,4,Vốn chủ sở hữu,28%,30%,25%,50%,-17%
NLG,5,Tiền mặt,117%,120%,13%,124%,47%
NLG,1,Cổ tức tiền mặt,N/A,5%,7%,6%,N/A
NLG,2,Tăng trưởng giá cổ phiếu,41%,1%,33%,6%,-20%
NT2,1,Tài sản ngắn hạn/Tổng tài sản,28%,41%,26%,22%,16%
NT2,2,Tài sản dài hạn/Tổng tài sản,72%,59%,74%,78%,84%
NT2,3,Nợ phải trả/Tổng nguồn vốn,53%,62%,59%,66%,77%
NT2,4,Nợ phải trả/Vốn chủ sở hữu,115%,164%,144%,194%,337%
NT2,5,Vốn chủ sở hữu/Tổng nguồn vốn,47%,38%,41%,34%,23%
NT2,6,Thanh toán hiện hành,130%,123%,147%,116%,95%
NT2,7,Thanh toán nhanh,117%,118%,133%,105%,85%
NT2,8,Thanh toán nợ ngắn hạn,50%,32%,55%,31%,3%
NT2,9,Vòng quay Tổng tài sản,11%,65%,56%,57%,46%
NT2,10,Vòng quay tài sản ngắn hạn,37%,192%,234%,297%,290%
NT2,11,Vòng quay vốn chủ sở hữu,24%,165%,149%,201%,211%
NT2,12,Vòng quay Hàng tồn kho,372%,"2,517%","1,806%","2,180%","2,498%"
NT2,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,14%,18%,23%,0%
NT2,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,14%,17%,23%,0%
NT2,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,8%,10%,13%,0%
NT2,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),15%,22%,24%,37%,0%
NT2,1,Lợi nhuận trên vốn đầu tư (ROIC),4%,16%,22%,29%,0%
NT2,2,Tỷ lệ tăng trưởng doanh thu,-25%,19%,-5%,20%,8%
NT2,3,Lợi nhuận trên cổ phiếu (EPS),-45%,-5%,22%,"20,146%",-43%
NT2,4,Vốn chủ sở hữu,-3%,3%,12%,52%,0%
NT2,5,Tiền mặt,-31%,26%,53%,"1,168%",11%
NT2,1,Cổ tức tiền mặt,N/A,29%,22%,18%,N/A
NT2,2,Tăng trưởng giá cổ phiếu,20%,16%,49%,246%,29%
NTB,1,Tài sản ngắn hạn/Tổng tài sản,25%,21%,21%,47%,71%
NTB,2,Tài sản dài hạn/Tổng tài sản,75%,79%,79%,53%,29%
NTB,3,Nợ phải trả/Tổng nguồn vốn,129%,119%,108%,102%,96%
NTB,4,Nợ phải trả/Vốn chủ sở hữu,-447%,-621%,"-1,373%","-5,923%","2,133%"
NTB,5,Vốn chủ sở hữu/Tổng nguồn vốn,-29%,-19%,-8%,-2%,4%
NTB,6,Thanh toán hiện hành,20%,20%,22%,116%,183%
NTB,7,Thanh toán nhanh,19%,20%,22%,50%,105%
NTB,8,Thanh toán nợ ngắn hạn,0%,0%,0%,0%,0%
NTB,9,Vòng quay Tổng tài sản,0%,0%,1%,2%,6%
NTB,10,Vòng quay tài sản ngắn hạn,0%,-1%,2%,3%,8%
NTB,11,Vòng quay vốn chủ sở hữu,0%,2%,-17%,130%,57%
NTB,12,Vòng quay Hàng tồn kho,-51%,-139%,7%,19%,29%
NTB,13,Lợi nhuận trước thuế/Doanh thu thuần,"2,130%","4,221%",-788%,-321%,-169%
NTB,14,Lợi nhuận sau thuế/Doanh thu thuần,"2,130%","4,221%",-788%,-321%,-169%
NTB,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-11%,-11%,-6%,-6%,-9%
NTB,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),38%,59%,80%,374%,-194%
NTB,1,Lợi nhuận trên vốn đầu tư (ROIC),"2,109%","4,221%",-640%,-115%,-97%
NTB,2,Tỷ lệ tăng trưởng doanh thu,-138%,-70%,-58%,-64%,-41%
NTB,3,Lợi nhuận trên cổ phiếu (EPS),0%,0%,0%,0%,-154%
NTB,4,Vốn chủ sở hữu,62%,145%,355%,-136%,-67%
NTB,5,Tiền mặt,319%,590%,-97%,66%,-68%
NTB,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
NTB,2,Tăng trưởng giá cổ phiếu,100%,-67%,-65%,4%,-17%
NTC,1,Tài sản ngắn hạn/Tổng tài sản,43%,9%,20%,27%,19%
NTC,2,Tài sản dài hạn/Tổng tài sản,57%,91%,80%,73%,81%
NTC,3,Nợ phải trả/Tổng nguồn vốn,87%,86%,87%,82%,78%
NTC,4,Nợ phải trả/Vốn chủ sở hữu,656%,600%,656%,447%,355%
NTC,5,Vốn chủ sở hữu/Tổng nguồn vốn,13%,14%,13%,18%,22%
NTC,6,Thanh toán hiện hành,554%,152%,121%,291%,183%
NTC,7,Thanh toán nhanh,554%,152%,121%,290%,173%
NTC,8,Thanh toán nợ ngắn hạn,17%,14%,1%,16%,84%
NTC,9,Vòng quay Tổng tài sản,1%,8%,9%,6%,7%
NTC,10,Vòng quay tài sản ngắn hạn,4%,53%,37%,26%,31%
NTC,11,Vòng quay vốn chủ sở hữu,10%,55%,56%,30%,30%
NTC,12,Vòng quay Hàng tồn kho,"3,694%","6,049%","18,686%",554%,211%
NTC,13,Lợi nhuận trước thuế/Doanh thu thuần,111%,96%,49%,47%,49%
NTC,14,Lợi nhuận sau thuế/Doanh thu thuần,82%,89%,47%,46%,47%
NTC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,6%,3%,2%,3%
NTC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),52%,43%,26%,14%,14%
NTC,1,Lợi nhuận trên vốn đầu tư (ROIC),206%,632%,149%,102%,128%
NTC,2,Tỷ lệ tăng trưởng doanh thu,5%,18%,96%,3%,17%
NTC,3,Lợi nhuận trên cổ phiếu (EPS),0%,0%,0%,0%,0%
NTC,4,Vốn chủ sở hữu,44%,32%,6%,5%,5%
NTC,5,Tiền mặt,131%,906%,-90%,-78%,59%
NTC,1,Cổ tức tiền mặt,N/A,45%,30%,15%,N/A
NTC,2,Tăng trưởng giá cổ phiếu,101%,88%,N/A,N/A,N/A
NTL,1,Tài sản ngắn hạn/Tổng tài sản,67%,79%,90%,86%,93%
NTL,2,Tài sản dài hạn/Tổng tài sản,33%,21%,10%,14%,7%
NTL,3,Nợ phải trả/Tổng nguồn vốn,40%,30%,30%,37%,34%
NTL,4,Nợ phải trả/Vốn chủ sở hữu,66%,43%,43%,59%,54%
NTL,5,Vốn chủ sở hữu/Tổng nguồn vốn,60%,70%,70%,62%,64%
NTL,6,Thanh toán hiện hành,197%,296%,420%,404%,291%
NTL,7,Thanh toán nhanh,52%,69%,67%,77%,64%
NTL,8,Thanh toán nợ ngắn hạn,9%,14%,20%,30%,29%
NTL,9,Vòng quay Tổng tài sản,14%,33%,36%,17%,30%
NTL,10,Vòng quay tài sản ngắn hạn,19%,39%,41%,19%,32%
NTL,11,Vòng quay vốn chủ sở hữu,21%,47%,54%,27%,52%
NTL,12,Vòng quay Hàng tồn kho,16%,39%,34%,18%,33%
NTL,13,Lợi nhuận trước thuế/Doanh thu thuần,35%,22%,26%,21%,26%
NTL,14,Lợi nhuận sau thuế/Doanh thu thuần,28%,17%,20%,16%,20%
NTL,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,5%,7%,3%,7%
NTL,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),12%,8%,11%,4%,11%
NTL,1,Lợi nhuận trên vốn đầu tư (ROIC),43%,21%,29%,21%,26%
NTL,2,Tỷ lệ tăng trưởng doanh thu,342%,-8%,107%,-50%,-35%
NTL,3,Lợi nhuận trên cổ phiếu (EPS),46%,-16%,156%,-59%,68%
NTL,4,Vốn chủ sở hữu,3%,8%,5%,0%,-6%
NTL,5,Tiền mặt,21%,-8%,-38%,-30%,-50%
NTL,1,Cổ tức tiền mặt,N/A,N/A,10%,N/A,N/A
NTL,2,Tăng trưởng giá cổ phiếu,4%,-25%,-4%,5%,-6%
NTP,1,Tài sản ngắn hạn/Tổng tài sản,59%,56%,56%,55%,49%
NTP,2,Tài sản dài hạn/Tổng tài sản,41%,44%,44%,45%,51%
NTP,3,Nợ phải trả/Tổng nguồn vốn,49%,46%,47%,43%,32%
NTP,4,Nợ phải trả/Vốn chủ sở hữu,98%,87%,89%,76%,48%
NTP,5,Vốn chủ sở hữu/Tổng nguồn vốn,51%,54%,53%,57%,68%
NTP,6,Thanh toán hiện hành,139%,138%,124%,130%,151%
NTP,7,Thanh toán nhanh,97%,86%,73%,65%,84%
NTP,8,Thanh toán nợ ngắn hạn,20%,8%,17%,5%,5%
NTP,9,Vòng quay Tổng tài sản,35%,131%,122%,137%,143%
NTP,10,Vòng quay tài sản ngắn hạn,61%,233%,221%,261%,282%
NTP,11,Vòng quay vốn chủ sở hữu,65%,245%,223%,223%,212%
NTP,12,Vòng quay Hàng tồn kho,128%,382%,317%,379%,460%
NTP,13,Lợi nhuận trước thuế/Doanh thu thuần,13%,10%,12%,13%,16%
NTP,14,Lợi nhuận sau thuế/Doanh thu thuần,13%,9%,10%,11%,12%
NTP,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),12%,12%,11%,13%,16%
NTP,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),23%,22%,21%,22%,24%
NTP,1,Lợi nhuận trên vốn đầu tư (ROIC),19%,14%,16%,16%,18%
NTP,2,Tỷ lệ tăng trưởng doanh thu,15%,22%,19%,21%,5%
NTP,3,Lợi nhuận trên cổ phiếu (EPS),22%,8%,14%,11%,-1%
NTP,4,Vốn chủ sở hữu,14%,7%,17%,20%,10%
NTP,5,Tiền mặt,24%,-54%,383%,69%,-70%
NTP,1,Cổ tức tiền mặt,N/A,25%,40%,15%,30%
NTP,2,Tăng trưởng giá cổ phiếu,32%,68%,28%,18%,89%
NVB,1,Tài sản ngắn hạn/Tổng tài sản,57%,56%,60%,66%,67%
NVB,2,Tài sản dài hạn/Tổng tài sản,43%,44%,40%,34%,33%
NVB,3,Nợ phải trả/Tổng nguồn vốn,95%,95%,93%,91%,89%
NVB,4,Nợ phải trả/Vốn chủ sở hữu,"1,892%","2,038%","1,399%","1,047%",808%
NVB,5,Vốn chủ sở hữu/Tổng nguồn vốn,5%,5%,7%,9%,11%
NVB,6,Thanh toán hiện hành,65%,60%,65%,73%,83%
NVB,7,Thanh toán nhanh,65%,60%,65%,73%,83%
NVB,8,Thanh toán nợ ngắn hạn,1%,0%,1%,1%,1%
NVB,9,Vòng quay Tổng tài sản,0%,2%,2%,2%,2%
NVB,10,Vòng quay tài sản ngắn hạn,1%,3%,3%,3%,4%
NVB,11,Vòng quay vốn chủ sở hữu,7%,30%,24%,19%,19%
NVB,12,Vòng quay Hàng tồn kho,0%,0%,0%,0%,0%
NVB,13,Lợi nhuận trước thuế/Doanh thu thuần,1%,1%,1%,2%,4%
NVB,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,1%,1%,1%,3%
NVB,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,0%,0%,0%,0%
NVB,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),0%,0%,0%,0%,1%
NVB,1,Lợi nhuận trên vốn đầu tư (ROIC),0%,0%,0%,0%,1%
NVB,2,Tỷ lệ tăng trưởng doanh thu,-15%,25%,27%,1%,-19%
NVB,3,Lợi nhuận trên cổ phiếu (EPS),-19%,110%,-16%,-59%,771%
NVB,4,Vốn chủ sở hữu,-1%,0%,0%,0%,1%
NVB,5,Tiền mặt,4%,-1%,30%,24%,-11%
NVB,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
NVB,2,Tăng trưởng giá cổ phiếu,42%,-27%,-3%,-3%,-3%
NVL,1,Tài sản ngắn hạn/Tổng tài sản,84%,83%,68%,89%,86%
NVL,2,Tài sản dài hạn/Tổng tài sản,16%,17%,32%,11%,14%
NVL,3,Nợ phải trả/Tổng nguồn vốn,74%,72%,77%,79%,84%
NVL,4,Nợ phải trả/Vốn chủ sở hữu,284%,264%,336%,379%,841%
NVL,5,Vốn chủ sở hữu/Tổng nguồn vốn,26%,28%,23%,21%,10%
NVL,6,Thanh toán hiện hành,202%,202%,136%,145%,154%
NVL,7,Thanh toán nhanh,69%,97%,82%,63%,35%
NVL,8,Thanh toán nợ ngắn hạn,22%,22%,29%,28%,5%
NVL,9,Vòng quay Tổng tài sản,6%,23%,31%,22%,36%
NVL,10,Vòng quay tài sản ngắn hạn,7%,30%,41%,26%,42%
NVL,11,Vòng quay vốn chủ sở hữu,24%,91%,141%,132%,364%
NVL,12,Vòng quay Hàng tồn kho,8%,50%,70%,33%,44%
NVL,13,Lợi nhuận trước thuế/Doanh thu thuần,23%,30%,9%,5%,1%
NVL,14,Lợi nhuận sau thuế/Doanh thu thuần,21%,23%,7%,3%,0%
NVL,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),3%,5%,2%,1%,0%
NVL,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),12%,17%,7%,3%,1%
NVL,1,Lợi nhuận trên vốn đầu tư (ROIC),32%,29%,8%,4%,1%
NVL,2,Tỷ lệ tăng trưởng doanh thu,10%,10%,138%,76%,-100%
NVL,3,Lợi nhuận trên cổ phiếu (EPS),-2%,0%,0%,0%,0%
NVL,4,Vốn chủ sở hữu,64%,65%,81%,283%,-100%
NVL,5,Tiền mặt,34%,-14%,39%,"1,016%",-100%
NVL,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
NVL,2,Tăng trưởng giá cổ phiếu,-1%,0%,N/A,N/A,N/A
NVT,1,Tài sản ngắn hạn/Tổng tài sản,13%,28%,27%,32%,25%
NVT,2,Tài sản dài hạn/Tổng tài sản,87%,72%,73%,68%,75%
NVT,3,Nợ phải trả/Tổng nguồn vốn,44%,34%,35%,30%,28%
NVT,4,Nợ phải trả/Vốn chủ sở hữu,77%,52%,53%,51%,47%
NVT,5,Vốn chủ sở hữu/Tổng nguồn vốn,56%,66%,65%,59%,60%
NVT,6,Thanh toán hiện hành,34%,93%,243%,363%,130%
NVT,7,Thanh toán nhanh,32%,90%,236%,330%,115%
NVT,8,Thanh toán nợ ngắn hạn,7%,1%,8%,11%,5%
NVT,9,Vòng quay Tổng tài sản,5%,15%,7%,15%,16%
NVT,10,Vòng quay tài sản ngắn hạn,25%,53%,24%,52%,73%
NVT,11,Vòng quay vốn chủ sở hữu,9%,22%,11%,25%,26%
NVT,12,Vòng quay Hàng tồn kho,283%,973%,270%,274%,283%
NVT,13,Lợi nhuận trước thuế/Doanh thu thuần,5%,8%,-128%,12%,19%
NVT,14,Lợi nhuận sau thuế/Doanh thu thuần,4%,8%,-132%,11%,20%
NVT,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-28%,1%,-10%,2%,3%
NVT,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),-49%,2%,-15%,3%,5%
NVT,1,Lợi nhuận trên vốn đầu tư (ROIC),8%,16%,-180%,20%,36%
NVT,2,Tỷ lệ tăng trưởng doanh thu,16%,1%,-10%,2%,1%
NVT,3,Lợi nhuận trên cổ phiếu (EPS),0%,0%,"-3,398%",-82%,-134%
NVT,4,Vốn chủ sở hữu,-34%,1%,2%,1%,10%
NVT,5,Tiền mặt,398%,-51%,-19%,14%,-38%
NVT,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
NVT,2,Tăng trưởng giá cổ phiếu,70%,-37%,-48%,-20%,23%
OGC,1,Tài sản ngắn hạn/Tổng tài sản,43%,42%,44%,44%,53%
OGC,2,Tài sản dài hạn/Tổng tài sản,57%,58%,56%,56%,47%
OGC,3,Nợ phải trả/Tổng nguồn vốn,84%,80%,71%,82%,65%
OGC,4,Nợ phải trả/Vốn chủ sở hữu,518%,403%,240%,801%,230%
OGC,5,Vốn chủ sở hữu/Tổng nguồn vốn,16%,20%,29%,10%,28%
OGC,6,Thanh toán hiện hành,80%,83%,100%,112%,174%
OGC,7,Thanh toán nhanh,71%,74%,92%,104%,163%
OGC,8,Thanh toán nợ ngắn hạn,10%,7%,8%,7%,13%
OGC,9,Vòng quay Tổng tài sản,8%,18%,12%,29%,23%
OGC,10,Vòng quay tài sản ngắn hạn,18%,42%,27%,58%,41%
OGC,11,Vòng quay vốn chủ sở hữu,39%,72%,63%,142%,73%
OGC,12,Vòng quay Hàng tồn kho,79%,259%,202%,689%,621%
OGC,13,Lợi nhuận trước thuế/Doanh thu thuần,19%,-62%,78%,-86%,8%
OGC,14,Lợi nhuận sau thuế/Doanh thu thuần,13%,-68%,73%,-87%,3%
OGC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-9%,-13%,10%,-29%,1%
OGC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),-57%,-66%,33%,-280%,3%
OGC,1,Lợi nhuận trên vốn đầu tư (ROIC),27%,-115%,132%,-110%,4%
OGC,2,Tỷ lệ tăng trưởng doanh thu,14%,26%,-68%,12%,89%
OGC,3,Lợi nhuận trên cổ phiếu (EPS),0%,-149%,232%,537%,28%
OGC,4,Vốn chủ sở hữu,-38%,-41%,124%,-72%,-20%
OGC,5,Tiền mặt,48%,-15%,0%,-47%,32%
OGC,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
OGC,2,Tăng trưởng giá cổ phiếu,65%,-71%,-38%,-34%,14%
PAC,1,Tài sản ngắn hạn/Tổng tài sản,76%,75%,70%,67%,71%
PAC,2,Tài sản dài hạn/Tổng tài sản,24%,25%,30%,33%,29%
PAC,3,Nợ phải trả/Tổng nguồn vốn,69%,62%,60%,59%,65%
PAC,4,Nợ phải trả/Vốn chủ sở hữu,225%,166%,150%,145%,187%
PAC,5,Vốn chủ sở hữu/Tổng nguồn vốn,31%,38%,40%,41%,35%
PAC,6,Thanh toán hiện hành,110%,120%,118%,114%,109%
PAC,7,Thanh toán nhanh,61%,66%,60%,57%,55%
PAC,8,Thanh toán nợ ngắn hạn,8%,10%,18%,27%,22%
PAC,9,Vòng quay Tổng tài sản,39%,156%,167%,151%,146%
PAC,10,Vòng quay tài sản ngắn hạn,51%,214%,242%,219%,216%
PAC,11,Vòng quay vốn chủ sở hữu,119%,403%,412%,401%,365%
PAC,12,Vòng quay Hàng tồn kho,98%,373%,407%,360%,335%
PAC,13,Lợi nhuận trước thuế/Doanh thu thuần,4%,10%,6%,5%,5%
PAC,14,Lợi nhuận sau thuế/Doanh thu thuần,4%,8%,4%,4%,3%
PAC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,11%,7%,6%,4%
PAC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),23%,30%,18%,15%,12%
PAC,1,Lợi nhuận trên vốn đầu tư (ROIC),4%,10%,5%,5%,4%
PAC,2,Tỷ lệ tăng trưởng doanh thu,13%,12%,12%,8%,0%
PAC,3,Lợi nhuận trên cổ phiếu (EPS),32%,34%,21%,14%,7%
PAC,4,Vốn chủ sở hữu,14%,25%,-1%,3%,-6%
PAC,5,Tiền mặt,26%,-19%,-34%,0%,138%
PAC,1,Cổ tức tiền mặt,N/A,12%,25%,30%,20%
PAC,2,Tăng trưởng giá cổ phiếu,58%,54%,88%,32%,39%
PAN,1,Tài sản ngắn hạn/Tổng tài sản,56%,54%,55%,56%,86%
PAN,2,Tài sản dài hạn/Tổng tài sản,44%,46%,45%,44%,14%
PAN,3,Nợ phải trả/Tổng nguồn vốn,26%,22%,26%,24%,34%
PAN,4,Nợ phải trả/Vốn chủ sở hữu,35%,29%,46%,44%,70%
PAN,5,Vốn chủ sở hữu/Tổng nguồn vốn,74%,78%,57%,54%,48%
PAN,6,Thanh toán hiện hành,297%,266%,241%,254%,256%
PAN,7,Thanh toán nhanh,211%,194%,156%,187%,229%
PAN,8,Thanh toán nợ ngắn hạn,93%,74%,86%,69%,48%
PAN,9,Vòng quay Tổng tài sản,24%,74%,89%,68%,86%
PAN,10,Vòng quay tài sản ngắn hạn,44%,136%,160%,102%,111%
PAN,11,Vòng quay vốn chủ sở hữu,32%,109%,159%,129%,146%
PAN,12,Vòng quay Hàng tồn kho,114%,332%,373%,384%,930%
PAN,13,Lợi nhuận trước thuế/Doanh thu thuần,27%,14%,14%,16%,7%
PAN,14,Lợi nhuận sau thuế/Doanh thu thuần,26%,12%,12%,14%,3%
PAN,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),8%,9%,9%,7%,2%
PAN,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),11%,12%,15%,13%,4%
PAN,1,Lợi nhuận trên vốn đầu tư (ROIC),33%,16%,16%,19%,4%
PAN,2,Tỷ lệ tăng trưởng doanh thu,59%,4%,141%,83%,121%
